MES,CODIGOCLIENTE,DISTRITO,EDAD,DEPARTAMENTO,FLG_CELULAR,FLG_EMAIL,FLG_PROCEDENCIA,FLG_TELEFONO,RNG_EDAD,RNG_INGRESO_BRUTO,PROVINCIA,PROFESION,SEXO,SITUACION_LABORAL
201711,IBK_CODUNICO00027139118,SAN ISIDRO,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00021020561,SAN JUAN DE LURIGANCHO,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00025554711,SAN JUAN DE LURIGANCHO,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00027386353,CARABAYLLO,32,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00026085681,BARRANCA,62,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,10000 - 14999,BARRANCA,,,INDEPENDIENTE
201711,IBK_CODUNICO00014711040,LA VICTORIA,66,LIMA,1,0,LIMA Y CALLAO,1,66 - 72,1200 - 3999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00024457167,NUEVO CHIMBOTE,54,ANCASH,1,1,PROVINCIA,1,46 - 65,1200 - 3999,SANTA,,M,DEPENDIENTE
201704,IBK_CODUNICO00019552902,MARANURA,26,CUSCO,1,0,PROVINCIA,0,18 - 27,1200 - 3999,LA CONVENCION,,F,DEPENDIENTE
201703,IBK_CODUNICO00028285691,MIRAFLORES,60,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,_INGRESO,LIMA,ARQUITECTO,F,INDEPENDIENTE
201705,IBK_CODUNICO00028473210,SURQUILLO,30,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00028704610,VICTOR LARCO HERRERA,31,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,4000 - 9999,TRUJILLO,,M,DEPENDIENTE
201701,IBK_CODUNICO00027867122,TAMBO GRANDE,34,PIURA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,PIURA,,F,DEPENDIENTE
201711,IBK_CODUNICO00016791335,VILLA MARIA DEL TRIUNFO,48,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00027284639,SAN BORJA,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00029187896,CUSCO,36,CUSCO,1,1,PROVINCIA,0,28 - 45,4000 - 9999,CUSCO,MEDICO Y CIRUJANO,F,INDEPENDIENTE
201703,IBK_CODUNICO00023204980,SURQUILLO,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00028138230,PUEBLO LIBRE,53,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00028211703,COMAS,64,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00028916713,SAN JUAN DE MIRAFLORES,30,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028666956,LINCE,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00024943209,LINCE,25,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00028501987,LA PERLA,43,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201711,IBK_CODUNICO00027454320,SAN MARTIN DE PORRES,47,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,INGENIERO,M,INDEPENDIENTE
201701,IBK_CODUNICO00029141765,LA VICTORIA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00027743262,MARCONA,27,ICA,1,0,PROVINCIA,0,18 - 27,1200 - 3999,NAZCA,,M,DEPENDIENTE
201707,IBK_CODUNICO00025179246,LA VICTORIA,28,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201704,IBK_CODUNICO00025907422,CHICLAYO,27,LAMBAYEQUE,1,1,PROVINCIA,1,18 - 27,4000 - 9999,CHICLAYO,,M,DEPENDIENTE
201707,IBK_CODUNICO00020300505,EL TAMBO,29,JUNÍN,1,1,PROVINCIA,1,28 - 45,1200 - 3999,HUANCAYO,,M,DEPENDIENTE
201705,IBK_CODUNICO00020603098,LA VICTORIA,22,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00010509334,ATE,67,LIMA,1,0,LIMA Y CALLAO,1,66 - 72,1200 - 3999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028605073,MIRAFLORES,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00021714523,SAN ISIDRO,34,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00024026453,RIMAC,32,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00018606532,LIMA,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00022440946,LA BANDA DE SHILCAYO,39,SAN MARTÍN,1,0,PROVINCIA,1,28 - 45,1200 - 3999,SAN MARTIN,,F,DEPENDIENTE
201709,IBK_CODUNICO00017379969,SAN JUAN DE LURIGANCHO,54,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00028987550,SURQUILLO,29,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00029390706,SANTIAGO,25,ICA,1,0,PROVINCIA,0,18 - 27,1200 - 3999,ICA,,F,DEPENDIENTE
201710,IBK_CODUNICO00029078247,PARCOY,32,LA LIBERTAD,1,0,PROVINCIA,0,28 - 45,1200 - 3999,PATAZ,,M,DEPENDIENTE
201705,IBK_CODUNICO00029295538,LIMA,32,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00025874680,SAN MARTIN DE PORRES,62,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,CONTADOR,F,INDEPENDIENTE
201704,IBK_CODUNICO00027184149,PUENTE PIEDRA,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00028041516,PUEBLO LIBRE,28,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00028694910,INDEPENDENCIA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00024492458,SAN MARTIN DE PORRES,29,LIMA,0,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00026062115,SAN MARTIN DE PORRES,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00029182972,CORONEL GREGORIO ALBARRACIN LANCHIPA,32,TACNA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,TACNA,,M,DEPENDIENTE
201709,IBK_CODUNICO00027972888,LA VICTORIA,44,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00028513113,MIRAFLORES,21,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,F,INDEPENDIENTE
201709,IBK_CODUNICO00023226001,LIMA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00027953979,TACNA,35,TACNA,1,0,PROVINCIA,0,28 - 45,4000 - 9999,TACNA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00022511117,PICSI,67,LAMBAYEQUE,1,1,PROVINCIA,0,66 - 72,850 - 1199,CHICLAYO,,M,DEPENDIENTE
201706,IBK_CODUNICO00028147121,LA MOLINA,25,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00028997315,SAN SEBASTIAN,38,CUSCO,0,1,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,F,DEPENDIENTE
201710,IBK_CODUNICO00018640381,CHEPEN,28,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,10000 - 14999,CHEPEN,,M,DEPENDIENTE
201705,IBK_CODUNICO00025338770,MIRAFLORES,56,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,ABOGADO,M,INDEPENDIENTE
201712,IBK_CODUNICO00027421883,EL AGUSTINO,33,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00026951438,MAGDALENA DEL MAR,45,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,ADMINISTRADOR DE EMPRESAS,M,INDEPENDIENTE
201707,IBK_CODUNICO00028554390,LA VICTORIA,52,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00029237619,SAN JUAN DE MIRAFLORES,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00028696291,PUNO,27,PUNO,1,1,PROVINCIA,1,18 - 27,1200 - 3999,PUNO,,F,DEPENDIENTE
201701,IBK_CODUNICO00028681623,MIRAFLORES,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00028421308,SAN JUAN DE MIRAFLORES,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00022244351,SANTA ANITA,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00026930421,SANTA ANITA,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00027998247,PISCO,59,ICA,1,0,PROVINCIA,1,46 - 65,1200 - 3999,PISCO,,F,INDEPENDIENTE
201707,IBK_CODUNICO00023549739,RIMAC,62,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00028803601,PUEBLO LIBRE,66,LIMA,1,1,LIMA Y CALLAO,1,66 - 72,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00027469652,WANCHAQ,40,CUSCO,1,1,PROVINCIA,1,28 - 45,10000 - 14999,CUSCO,,M,DEPENDIENTE
201710,IBK_CODUNICO00027123322,SANTIAGO DE SURCO,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00019574652,MAGDALENA DEL MAR,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201701,IBK_CODUNICO00029179432,INDEPENDENCIA,67,LIMA,0,1,LIMA Y CALLAO,1,66 - 72,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00022797644,LIMA,51,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00025667501,SAN MARTIN DE PORRES,31,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00024780544,MIRAFLORES,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO00027741145,SAN BORJA,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00011232260,SAN BORJA,22,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,_INGRESO,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00028199568,ACOLLA,41,JUNÍN,1,1,PROVINCIA,1,28 - 45,1200 - 3999,JAUJA,CONTADOR,M,INDEPENDIENTE
201705,IBK_CODUNICO00028901440,LOS OLIVOS,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00026734205,MIRAFLORES,29,AREQUIPA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,AREQUIPA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00022244025,CAYMA,40,AREQUIPA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,AREQUIPA,,M,DEPENDIENTE
201704,IBK_CODUNICO00028695907,SAN BORJA,64,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,PERIODISTA,F,DEPENDIENTE
201701,IBK_CODUNICO00026213312,CHORRILLOS,24,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00029260271,SAN ISIDRO,36,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00029355405,SAN JUAN DE LURIGANCHO,37,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00026508740,SANTA ANITA,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00026845217,CHAO,34,LA LIBERTAD,1,0,PROVINCIA,1,28 - 45,1200 - 3999,VIRU,,M,DEPENDIENTE
201702,IBK_CODUNICO00019901493,LIMA,54,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00028181571,SAN ISIDRO,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00020911168,BREÑA,54,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00025015822,JOSE LUIS BUSTAMANTE Y RIVERO,27,AREQUIPA,1,1,PROVINCIA,0,18 - 27,1200 - 3999,AREQUIPA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00021036980,LURIGANCHO,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00027416655,PIURA,37,PIURA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,PIURA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00026781987,SAN JUAN DE LURIGANCHO,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00020686825,SURQUILLO,38,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,ABOGADO,F,INDEPENDIENTE
201712,IBK_CODUNICO00026958984,CHICLAYO,43,LAMBAYEQUE,1,1,PROVINCIA,1,28 - 45,4000 - 9999,CHICLAYO,INGENIERO,M,DEPENDIENTE
201709,IBK_CODUNICO00028367137,JESUS MARIA,38,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00025370456,SIMON BOLIVAR,35,PASCO,1,1,PROVINCIA,1,28 - 45,4000 - 9999,PASCO,,M,DEPENDIENTE
201707,IBK_CODUNICO00028749277,LIMA,27,LIMA,0,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00028814754,VENTANILLA,27,CALLAO,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201704,IBK_CODUNICO00029383827,MIRAFLORES,54,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00028324848,LINCE,57,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO0007070531,CHICLAYO,27,LAMBAYEQUE,1,1,PROVINCIA,1,18 - 27,1200 - 3999,CHICLAYO,,M,DEPENDIENTE
201712,IBK_CODUNICO00025037826,JESUS MARIA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00012537095,SAN MARTIN DE PORRES,49,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00028183161,CHICLAYO,37,LAMBAYEQUE,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CHICLAYO,,M,INDEPENDIENTE
201708,IBK_CODUNICO00025275817,INDEPENDENCIA,34,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00023735146,LA PERLA,37,CALLAO,0,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201705,IBK_CODUNICO00024710584,NAZCA,51,ICA,1,1,PROVINCIA,1,46 - 65,1200 - 3999,NAZCA,,M,DEPENDIENTE
201704,IBK_CODUNICO00022793424,LIMA,35,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,ODONTOLOGO,M,DEPENDIENTE
201708,IBK_CODUNICO00026718329,SAN LUIS,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00027831851,SAN MARTIN DE PORRES,33,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00024508590,JULIACA,34,PUNO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,SAN ROMAN,,M,DEPENDIENTE
201712,IBK_CODUNICO00013973887,SAN JUAN DE LURIGANCHO,65,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,DEPENDIENTE
201712,IBK_CODUNICO00015487873,ATE,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,Hasta 849,LIMA,,M,DEPENDIENTE
201706,IBK_CODUNICO00028783467,SAN JUAN DE LURIGANCHO,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,MEDICO Y CIRUJANO,M,DEPENDIENTE
201705,IBK_CODUNICO00028131156,ATE,40,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00027861872,VILLA MARIA DEL TRIUNFO,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00025482371,YANAHUARA,42,AREQUIPA,1,0,PROVINCIA,0,28 - 45,4000 - 9999,AREQUIPA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00027172250,LOS OLIVOS,27,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00028592550,SAN JUAN DE LURIGANCHO,57,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00027256540,LIMA,23,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00029164813,MORALES,58,SAN MARTÍN,1,1,PROVINCIA,1,46 - 65,4000 - 9999,SAN MARTIN,ENFERMERO,F,INDEPENDIENTE
201707,IBK_CODUNICO00027264508,LIMA,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,ABOGADO,M,INDEPENDIENTE
201712,IBK_CODUNICO00028451779,LOS OLIVOS,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00025727434,MOQUEGUA,60,MOQUEGUA,1,1,PROVINCIA,1,46 - 65,1200 - 3999,MARISCAL NIETO,,M,DEPENDIENTE
201705,IBK_CODUNICO00025731744,SAN BORJA,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,F,INDEPENDIENTE
201712,IBK_CODUNICO00028861004,BARRANCO,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00028741975,SANTA ANITA,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,CONTADOR,M,INDEPENDIENTE
201701,IBK_CODUNICO00014785456,SAN MARTIN DE PORRES,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00021300989,LA VICTORIA,30,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,PROFESOR,F,DEPENDIENTE
201709,IBK_CODUNICO00029298760,CHORRILLOS,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,INGENIERO,F,INDEPENDIENTE
201705,IBK_CODUNICO00028093900,SANTIAGO DE SURCO,31,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00028604479,PUEBLO LIBRE,64,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00027125443,EL AGUSTINO,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00025949303,SAN ISIDRO,40,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201712,IBK_CODUNICO00021906501,COMAS,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,PROFESOR,F,DEPENDIENTE
201709,IBK_CODUNICO00029087931,SAN SEBASTIAN,42,CUSCO,1,1,PROVINCIA,1,28 - 45,4000 - 9999,CUSCO,,M,DEPENDIENTE
201703,IBK_CODUNICO00026580453,VILLA MARIA DEL TRIUNFO,51,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,PROFESOR,F,DEPENDIENTE
201710,IBK_CODUNICO00028466827,PUEBLO LIBRE,44,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,CONTADOR,F,INDEPENDIENTE
201701,IBK_CODUNICO00027249761,SANTA ANITA,29,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201712,IBK_CODUNICO00026663273,JESUS MARIA,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,ABOGADO,F,DEPENDIENTE
201701,IBK_CODUNICO00014600485,SANTA ROSA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,850 - 1199,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00027360945,RIMAC,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,INGENIERO,M,INDEPENDIENTE
201707,IBK_CODUNICO00028243971,CAYMA,35,AREQUIPA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,AREQUIPA,,F,DEPENDIENTE
201706,IBK_CODUNICO00027232865,LA MOLINA,42,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,PROFESOR,M,DEPENDIENTE
201710,IBK_CODUNICO00026815609,CHORRILLOS,27,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00029181336,HUANCAYO,29,JUNÍN,1,1,PROVINCIA,1,28 - 45,4000 - 9999,HUANCAYO,,M,INDEPENDIENTE
201710,IBK_CODUNICO00023557398,LINCE,38,LIMA,0,0,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00028773929,PAUCARPATA,39,AREQUIPA,1,1,PROVINCIA,0,28 - 45,1200 - 3999,AREQUIPA,,M,DEPENDIENTE
201711,IBK_CODUNICO00028232258,SAN BORJA,25,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201701,IBK_CODUNICO00021423679,PARCONA,67,ICA,1,1,PROVINCIA,1,66 - 72,1200 - 3999,ICA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00013142091,VILLA MARIA DEL TRIUNFO,54,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00028848037,MIRAFLORES,67,LIMA,1,1,LIMA Y CALLAO,1,66 - 72,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00028241664,CHAUPIMARCA,36,PASCO,1,1,PROVINCIA,1,28 - 45,4000 - 9999,PASCO,,F,INDEPENDIENTE
201710,IBK_CODUNICO00026882962,PISCO,35,ICA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,PISCO,,M,DEPENDIENTE
201712,IBK_CODUNICO00027647608,EL PORVENIR,29,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201709,IBK_CODUNICO00022441583,LA MOLINA,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO0001303048,INDEPENDENCIA,32,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00026754052,SAN SEBASTIAN,32,CUSCO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,F,DEPENDIENTE
