MES,CODIGOCLIENTE,BANCARIZADO,SEGMENTO_CANAL,SEGMENTO_CAPTACIONES,TIPO_VINCULACION
201712,IBK_CODUNICO00028948887,S,Light user,01.NUEVOS,03.PASIVOS
201709,IBK_CODUNICO00025690873,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00024876855,S,Digital,01.NUEVOS,03.PASIVOS
201704,IBK_CODUNICO00028997758,S,Sin segmento,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00026918218,S,Light user,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00025826183,N,Agente,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00024147877,S,Digital,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00028525335,N,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00013885573,N,Digital,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00020943606,S,Agente,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00020933553,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00028036582,S,Light user,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00021047765,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00028502783,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO0008998679,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00027662448,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028455758,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201712,IBK_CODUNICO00028110763,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00024285621,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00027804953,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00029170945,S,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00027755506,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201701,IBK_CODUNICO00027278797,S,Agente,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00027974807,S,Agente,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00029338135,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201706,IBK_CODUNICO00022746217,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00028932079,S,Agente,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00026229315,S,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00028813515,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00027618776,S,Light user,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00028206889,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201710,IBK_CODUNICO00027512347,S,Sin segmento,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00027225982,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00027581359,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00028385240,S,Agente,01.NUEVOS,03.PASIVOS
201708,IBK_CODUNICO00028814789,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201710,IBK_CODUNICO00027889901,S,ATM,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00029310646,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00025479448,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00023351509,N,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00028023082,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00026792935,S,Light user,07.ANSIOSO,03.PASIVOS
201707,IBK_CODUNICO00027551428,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00027213499,S,ATM,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00027733969,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00021577621,S,Light user,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00028727052,S,Tradicional,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00028218926,N,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00025757914,S,Light user,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00019715390,N,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00022867268,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00028920223,N,Agente,08.RETIRO,03.PASIVOS
201703,IBK_CODUNICO00029415035,N,Digital,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00027338503,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00029258069,N,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00012321280,S,Agente,08.RETIRO,03.PASIVOS
201703,IBK_CODUNICO00029281928,S,ATM,08.RETIRO,03.PASIVOS
201704,IBK_CODUNICO00027036625,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00028201537,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00027447323,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00028181609,S,ATM,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00027139480,S,Digital,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00028863714,S,Digital,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00028705570,S,Tradicional,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00026993127,S,Light user,08.RETIRO,03.PASIVOS
201712,IBK_CODUNICO00019625866,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00026340909,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00026578663,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00025967790,S,Tradicional,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00029418399,S,Light user,02.INACTIVOS,03.PASIVOS
201702,IBK_CODUNICO00028632032,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00025407977,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00027762346,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00027961072,N,Tradicional,01.NUEVOS,03.PASIVOS
201708,IBK_CODUNICO00026107344,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00023314941,N,Light user,01.NUEVOS,03.PASIVOS
201704,IBK_CODUNICO00010418868,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00027085485,S,Tradicional,04.AHORRADOR,03.PASIVOS
201712,IBK_CODUNICO00027603284,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00026604180,S,Agente,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00028685831,S,Tradicional,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00022465723,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00025682069,S,Tradicional,Sin segmento,01.NI ACTIVOS NI PASIVOS
201710,IBK_CODUNICO00026711077,S,Digital,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00026938342,S,Digital,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00022730372,S,Tradicional,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00019880877,S,Tradicional,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00025619178,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00028164855,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00028359293,S,Light user,01.NUEVOS,02.ACTIVOS
201701,IBK_CODUNICO00020283203,N,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201705,IBK_CODUNICO00027007539,S,Digital,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00017812436,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00026186085,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00013548343,N,ATM,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00023267960,S,Tradicional,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00028565399,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00027632440,S,Light user,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00025571362,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00028045370,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00026034993,S,Digital,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00026863915,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00025838653,S,Digital,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00026018099,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00017832387,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00026751428,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00024415165,S,Digital,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00023988155,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00028495497,S,Light user,02.INACTIVOS,03.PASIVOS
201701,IBK_CODUNICO00026532243,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00014092104,S,Tradicional,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00025673643,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00017506011,S,Tradicional,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00029360794,S,Light user,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00028215695,S,Light user,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00020726641,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00027432323,S,Digital,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00026458009,S,Agente,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00020983461,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00015603028,S,Light user,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00028860163,S,Tradicional,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00025953731,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028832644,S,Light user,02.INACTIVOS,03.PASIVOS
201703,IBK_CODUNICO00021290940,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00027929593,S,ATM,02.INACTIVOS,03.PASIVOS
201705,IBK_CODUNICO00028944774,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028972407,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00029253586,S,Digital,03.CONSUMIDOR,01.NI ACTIVOS NI PASIVOS
201710,IBK_CODUNICO00022066196,S,Light user,02.INACTIVOS,02.ACTIVOS
201712,IBK_CODUNICO00024419767,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201711,IBK_CODUNICO00022846079,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00013733908,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00021244750,N,Light user,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00025032738,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00014963365,S,Tradicional,04.AHORRADOR,02.ACTIVOS
201708,IBK_CODUNICO00026566698,S,Sin segmento,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00028389432,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201705,IBK_CODUNICO00011418986,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00028475130,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00025761117,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00028246251,S,Tradicional,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00027694869,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00027905602,N,Agente,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00025362319,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00027763972,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028511346,S,Tradicional,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00027992447,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00023292104,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028543613,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00027615662,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO0007203792,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028111877,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00026495840,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00022326917,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO00028688839,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00026329397,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00025536384,S,Light user,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00026187474,S,Tradicional,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00028388683,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00029192866,S,Light user,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00027276074,S,Light user,04.AHORRADOR,03.PASIVOS
201709,IBK_CODUNICO00027841155,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00020063533,S,Sin segmento,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00026895445,S,Tradicional,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00024916683,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00024552662,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00027481105,S,Agente,04.AHORRADOR,02.ACTIVOS
201712,IBK_CODUNICO00028729129,S,Agente,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00027069676,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO0007222991,N,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00028704966,S,Light user,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00027832540,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00019969421,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00018386153,S,Light user,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00029047312,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00028377528,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00027571344,S,Light user,01.NUEVOS,02.ACTIVOS
201702,IBK_CODUNICO00025044168,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00024852818,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00027083690,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00028990301,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00016101134,S,Tradicional,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00028857178,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00025786457,S,Digital,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00020672818,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00027970417,N,Light user,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00025972378,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201707,IBK_CODUNICO00028446971,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00025156784,S,Light user,02.INACTIVOS,02.ACTIVOS
201703,IBK_CODUNICO00028215743,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00023171116,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00023733799,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028040034,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00027887395,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00022981826,S,Tradicional,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00027261041,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00029123373,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201706,IBK_CODUNICO00029384128,N,Digital,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00024043509,S,Digital,08.RETIRO,02.ACTIVOS
201702,IBK_CODUNICO00024397753,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00026069945,N,ATM,08.RETIRO,03.PASIVOS
201704,IBK_CODUNICO00027694660,S,Digital,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00026319890,S,Light user,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00013185533,S,Sin transacciones,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO0006852721,S,Digital,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00027826698,N,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00028542035,N,Digital,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00024651678,S,Digital,04.AHORRADOR,02.ACTIVOS
201707,IBK_CODUNICO00023839163,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00028760375,N,Agente,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00029036610,S,Light user,Sin segmento,03.PASIVOS
201703,IBK_CODUNICO00028486436,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00027067666,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00028313411,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00028458063,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00026102937,S,Light user,08.RETIRO,02.ACTIVOS
201702,IBK_CODUNICO00027358839,S,Light user,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00025891366,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00025045412,S,Digital,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00029226627,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00024981265,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028627801,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00025654003,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00027433063,S,ATM,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00024174103,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO0006606866,N,Digital,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00028892984,S,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00026484197,S,Light user,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00029424960,S,Digital,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00023012754,S,Sin segmento,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00026362352,S,Digital,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00028525266,N,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00025288944,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00029420852,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00025573042,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201710,IBK_CODUNICO00026546962,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00025926821,S,Light user,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00027483943,S,Sin transacciones,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00026718728,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00028318040,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00028821311,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00026056287,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00028890996,S,Agente,04.AHORRADOR,03.PASIVOS
201712,IBK_CODUNICO00026159983,N,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00027558147,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028425105,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00023003103,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00023907759,S,Sin segmento,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00022154199,S,Light user,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00027918715,N,Tradicional,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00014960647,S,ATM,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00026346568,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00028412569,N,ATM,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00027415517,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00027774817,N,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00028403691,S,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00028578687,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO00028605474,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00023984583,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO00022778550,S,Tradicional,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00028682719,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028012190,S,Agente,02.INACTIVOS,02.ACTIVOS
201707,IBK_CODUNICO00025082908,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028692293,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00026675600,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00019747734,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00027599068,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00028893865,N,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00029218517,S,Light user,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00027647038,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00028607438,S,Light user,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00024077889,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00029079004,S,Light user,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00029198531,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00027686177,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00028493059,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00024732783,S,Light user,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00021969165,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00024476705,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00019117811,N,Light user,02.INACTIVOS,03.PASIVOS
201702,IBK_CODUNICO00019067638,S,Light user,01.NUEVOS,02.ACTIVOS
201701,IBK_CODUNICO00025337786,N,Agente,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00028456989,S,Digital,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00027219902,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00029044985,S,Tradicional,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00022736982,N,Light user,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00020684042,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00025086270,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00027355193,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00023868011,S,Light user,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00029295178,S,Tradicional,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00026614513,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00028536288,S,Light user,08.RETIRO,02.ACTIVOS
201704,IBK_CODUNICO00028684797,S,Sin segmento,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00011190440,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00028576442,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00028070225,S,Light user,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00027300780,N,ATM,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00028306345,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00027700082,S,Digital,01.NUEVOS,03.PASIVOS
201710,IBK_CODUNICO00028216079,S,Digital,02.INACTIVOS,02.ACTIVOS
201706,IBK_CODUNICO00028100003,S,Digital,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00027820270,N,Light user,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00029392688,S,Light user,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00028801394,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00016149136,S,Light user,01.NUEVOS,02.ACTIVOS
